,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Mexico,27.92392876,7.291339681,53.88823636,40.66098743,37.87262449,39.99488428,5.386940611,16.03809816,4.274202966,5.848556947,21.74074251,1.968252257,49.82867571,35.14012725,28.55793929,24.37810069,40.1581171,16.9178156,13.94056185,1.464509026,3.693575081,1.139951454,11.33786848,12.69102397,29.46496944,15.90100493,8.048539943,33.62385707,37.76456838,2.754714241,5.055612081,67.08725152,4.784862778,26.53644839,8.379388064,8.111738885,44.19120986,34.30698251,5.99310028,2.119281211,23.79836096,10.412191,25.70692088,50.69909466,37.17273133,2.497541099,5.31198817,22.15323989,6.564359113,29.70599649,41.57932967
Nicaragua,0.206482479,0.195319312,0.244831884,0.40434178,0.567232603,0.221495642,0.324911963,0.133870278,0.65291476,2.302254388,0.299617894,0.052373764,0.054357849,0.09503307,0.395685677,0.163804491,0.1764481,0.145188092,1.869033003,0.199422506,0.643125079,0.099835276,0.063206614,0.167202408,0.419008539,0.263716372,0.600317311,0.169686431,0.606161651,0.089564523,0.244575909,0.171822195,0.223779397,0.555727707,0.126586187,0.204732999,0.087884547,0.164199606,0.216982142,0.152388659,0.332822954,0.214832001,0.183750468,0.347111064,0.251759672,0.05269074,0.504834015,0.181984874,0.229853975,0.627775278,0.098578396
Panama,0.67359702,0.204038924,0.134552005,0.294312214,0.088906643,0.18423989,0.102230269,0.564010841,0.395995456,0.486939478,0.517215389,0.068548014,0.105803671,0.102646995,0.21077007,0.141494202,0.169096096,0.317598952,0.558430592,0.105943206,0.293123551,0.120975849,0.126558866,0.111539091,0.356879687,0.267617502,0.197247116,0.118500028,0.225417959,0.154922418,0.182326546,0.148015505,0.382282179,0.403674265,0.407545772,0.230900493,0.172825593,0.15712414,0.205385974,0.204982974,0.523170329,0.117441494,0.276489732,0.204024423,0.095638434,0.080792469,0.352840978,0.113797904,0.39210384,0.132560863,0.036318356
Argentina,0.149357643,0.212758537,0.186895373,0.252460477,0.321355991,0.492294917,0.608970179,0.606805438,0.995827715,1.28252716,0.299898785,0.142102344,0.400889139,0.240261648,0.207397748,0.164978717,0.219089724,0.339150309,0.186488881,0.639813872,0.440722449,0.33531537,0.231272128,0.250272474,0.300530263,0.255133887,0.330174521,0.162674595,0.464616186,0.173077389,0.513445465,0.273259395,0.473244021,0.411841432,0.040137084,0.26665045,0.202260609,0.158832011,0.422925624,0.100468629,0.468079771,0.332273495,0.330923649,0.225173296,1.482206715,0.27399185,0.427901579,0.214013478,0.507030827,0.465336708,0.181591782
Bolivia,0.047008979,0.074988665,0.04506173,0.143105939,0.085628671,0.115659649,0.100120451,0.039502705,0.201713503,0.258831858,0.070691097,0.014248745,0.021354869,0.094243478,0.068570529,0.024658741,0.063227236,0.094145404,0.126398019,0.047778309,0.681116511,0.089308134,0.037283164,0.058637693,0.182051986,0.086605081,0.017151923,0.07993493,0.077067423,0.010892982,0.139651205,0.169234511,0.108024335,0.044559105,0.024699744,0.044226751,0.108909559,0.048552335,0.078497137,0.9750177,0.307367317,0.108848214,0.086979062,0.071035333,0.386711928,0.094843333,2.179377989,0.048822972,0.087885343,0.136338504,0.020753346
Brazil,0.72239115,0.486554358,0.291898703,0.733080423,0.466045508,0.840942033,3.666671781,0.497075703,1.616892975,2.465875123,1.542002215,0.429772944,0.736742994,0.440592487,0.688234534,0.797886394,0.750394558,0.687942016,1.277448832,0.988803257,1.217145053,6.474623978,0.901932171,0.666472624,0.668968806,0.852006741,0.780412504,0.519577046,0.554613242,2.924160635,1.805827693,0.288785497,0.639706251,0.951354909,0.33344654,0.688463084,0.527307285,0.562377552,1.287843648,1.400492229,1.682351645,0.300764802,0.631318222,0.47280172,2.404191458,0.864128144,0.643911387,0.63387268,0.500270416,0.64048189,0.316488534
Chile,0.249326105,0.017439224,0.168638513,0.216683992,0.157486034,0.336228532,0.416209539,0.516827055,0.399180406,0.493560495,0.150745253,0.061231092,0.243639646,0.097289048,0.16046628,0.05107882,0.072539774,0.150292361,0.095316539,0.226427637,0.2776213,0.186641056,0.12961725,0.131297444,0.09247085,0.163067224,0.257278847,0.268553318,0.195986029,0.163394737,0.337527672,0.197699032,0.267190404,0.237448385,0.302571861,0.152213733,0.053403529,0.225438984,0.252216652,0.256903004,0.258355718,0.197645441,0.239048415,0.118723968,0.987759793,0.140508641,0.312315741,0.227871126,0.395484045,0.185791261,0.134896752
Colombia,0.935419183,0.913815353,0.556042757,0.498170674,0.476319038,0.950670418,3.050604942,1.549383868,2.751796843,6.397987937,2.141518894,0.206029144,0.47854321,0.828113094,0.718585424,0.680463819,0.531794967,0.888142783,0.993571314,0.496478946,1.283520889,2.079110612,0.396716169,0.735520633,1.33360304,0.904671993,0.664637022,0.794441016,0.830048469,1.642419695,4.289741225,0.778892782,2.359244154,1.866317881,2.290901232,0.676853562,0.708122382,0.346697831,1.520882022,4.053133745,4.034528482,0.312222509,0.935744938,1.089623119,1.546091677,0.85007728,1.341918818,0.450786536,1.122228231,1.090021189,1.001348968
Ecuador,0.27253307,0.467371211,0.127692491,0.237609861,0.197251759,0.261531675,4.175521509,0.671545982,0.426783307,1.172146654,0.347837648,0.072399026,0.225196805,0.94198358,0.218076765,0.198444151,0.295550567,0.12080103,0.576043431,0.255510085,0.65578889,0.810848824,0.126558866,1.338044178,0.326537689,0.176721178,0.368766348,0.06240534,0.166724226,0.249328266,4.112183984,0.231856456,3.861292454,0.735525497,0.314921733,0.297793454,0.151380082,0.141509319,0.879413234,0.459188834,0.898545989,0.343731202,0.255176982,0.213499948,0.9102662,0.200224814,0.451112338,0.170146221,0.26365603,0.211204484,0.072636713
Guyana,0.126150679,0.139513794,0.102681648,0.054677269,0.044028045,0.049674337,0.99487506,0.616681114,0.514900258,0.805950026,0.927317381,0.048522752,0.005824055,0.064577368,0.097797312,0.117422574,0.049503495,0.123636735,0.259012334,0.043623673,0.8037153,0.151780683,0.065536812,0.732758712,0.128592276,0.063978528,0.051455769,0.006310652,0.043382324,0.089564523,1.184228307,0.033122351,3.61912399,0.224477001,0.012349872,0.219106693,0.039527021,0.004391669,0.665441636,0.091028623,0.300148555,0,0.122692319,0.064296721,0.027973297,0.245890122,0.238659017,0.043316622,0.365062196,0.058381727,0.020753346
Peru,0.509363118,1.144013114,0.347724594,0.323338419,0.69546536,0.902293546,2.584910582,0.715437877,1.780387078,2.115051951,0.724794411,0.160202101,1.608409936,0.478492917,0.450485895,0.319389403,0.45337359,0.602303727,0.455343683,1.248467978,1.901100005,0.590382851,0.209717798,0.467189449,0.738321943,0.370607328,1.307834141,0.436136198,0.788197286,0.607586357,2.872115067,0.353477588,1.201922252,0.789693035,0.024699744,0.721633146,0.586177317,0.569453018,0.767019606,0.431543104,0.539887463,0.309358082,0.743354166,0.453062772,2.682412357,0.607699874,2.543356388,0.434542803,1.193212547,0.530243452,2.583791636
Uruguay,0.08092685,0.040110216,0.037885623,0,0.041390376,0.036885048,0.219804669,0.026335137,0.347159555,0.321912911,0.191193668,0.018484858,0,0.030850498,0.022763168,0.00410979,0.036269887,0.00567141,0.080293824,0.014541224,0.083515649,0.176890507,0.034807329,0.100066499,0.001444857,0.113132763,0.10719952,0.00981657,0.084893254,0.346154777,0.395107091,0.010868271,0.120901256,0.098966853,0.077186699,0.058231888,0.005887003,0.047820391,0.106038035,0.012811436,0.200225681,0,0.048097693,0.063653961,0.26574632,0.410987776,0.121294936,0.041205854,0.111546782,0.129126644,0
Venezuela,0.906261715,0.483066513,0.245254008,0.347639427,0.126149381,0.500450405,0.575788497,0.442210835,0.938498615,4.706613012,1.22000661,0.173680643,0.390211704,0.332869542,1.243824437,0.26361368,0.512679757,0.752028947,0.841272061,0.199422506,0.362883681,0.416512427,0.22617482,0.400053539,0.353989973,0.526262406,0.248702886,0.607224996,0.351481889,0.127084796,0.48741301,0.203391936,0.34637318,0.801703575,0.024699744,0.531458119,1.015087548,0.296925588,0.397614757,0.368834496,1.036082415,0.080203947,0.966274013,1.044277447,2.324429761,0.523394689,0.638857432,0.235396471,0.452947539,0.565272488,1.738092767
Canada,2.044593075,4.630114053,4.659826148,1.530288507,1.23260369,2.669068829,2.411138304,1.211416282,2.245389785,2.553082072,1.716155116,1.810745864,4.926180099,1.059858426,1.91041991,1.639806253,1.440992815,2.447780494,1.485694749,19.84253931,0.896182953,2.451357268,5.368921279,2.493801613,1.869644999,2.035999625,15.46674671,1.221461828,1.883983756,10.2260899,0.810135965,1.169633015,1.300500462,2.232519259,8.045941523,2.663924608,1.908650531,3.61751495,1.791273438,1.683692391,3.061895191,3.342785941,2.305233144,1.0770582,3.244146399,17.7251651,1.228859959,4.29844051,4.394267171,2.269332079,5.976963785
